0,992
1,993
2,994
2,995
2,996
2,992
2,997
2,998
2,999
2,1000
3,997
4,997
5,1001
6,997
7,1001
8,996
9,1002
10,1003
10,1004
10,1005
10,1006
11,1004
12,1007
12,1001
13,1000
14,1005
15,1008
16,1009
16,1004
17,1004
18,994
18,1010
18,1000
19,1011
19,1006
20,1001
21,1012
22,993
23,1004
24,1013
25,1005
26,1014
27,1010
28,1015
29,996
30,1016
31,1006
32,1000
33,1005
34,1004
35,1017
36,993
37,1018
38,1005
38,1004
38,1019
39,992
40,996
41,1010
42,1020
43,996
44,1005
44,1019
45,1018
46,992
46,1015
47,1004
48,1005
49,1010
50,996
51,1007
52,997
52,1020
53,996
54,1018
55,1021
56,1020
57,1000
58,997
59,1022
60,1000
61,1000
62,992
63,1013
64,1023
64,1000
64,1024
65,1025
65,1000
65,992
66,1004
67,992
68,1020
68,1006
69,1001
70,996
71,1004
71,996
72,1026
73,993
74,1006
74,1015
74,1018
73,1004
74,1027
74,999
74,1001
74,1008
74,996
75,1004
76,1008
77,1005
78,994
78,1003
78,997
78,1028
78,992
78,1001
78,1018
78,1010
79,993
80,1005
81,1018
81,994
82,1029
83,1020
83,997
83,1004
84,1008
85,1001
86,992
87,1006
87,1018
87,1004
88,1004
89,996
90,1030
90,997
91,1000
92,992
92,1010
92,1025
92,1011
92,1031
92,1001
92,996
93,1023
94,1004
95,997
96,1005
97,997
98,1032
99,1018
100,996
101,992
102,1033
102,996
103,993
104,1025
105,1024
106,1034
107,1035
108,1004
109,1014
110,1008
111,996
112,1003
113,992
114,1019
115,1025
115,1018
116,1015
117,1020
118,994
119,1018
120,1004
120,1036
120,1007
121,1021
121,996
121,1000
121,1004
121,993
122,1011
123,996
124,1004
125,1018
126,1000
126,992
127,1018
128,1007
128,1020
129,1015
129,993
129,1000
129,996
129,1037
129,1007
129,1006
129,997
130,1000
130,1038
131,996
132,1024
133,1004
134,996
135,992
136,996
137,1020
138,1008
139,992
140,1010
141,999
142,1005
143,1038
144,996
145,996
146,1009
147,1039
148,1040
149,1000
150,1041
151,993
151,998
151,1015
152,997
153,1004
154,1004
155,996
156,1004
157,1004
158,1010
159,1019
160,1005
161,1007
162,999
163,1018
164,1015
165,994
166,996
167,1004
168,1001
169,992
170,1004
171,1000
172,1018
173,1007
174,994
175,997
176,1004
177,1042
178,1035
179,1004
180,1018
181,1036
182,1005
183,992
184,992
185,992
185,1000
186,1036
187,1020
188,996
189,1004
190,1001
191,996
191,1024
191,1004
191,992
192,992
193,1018
194,1001
194,993
195,1033
196,996
197,992
198,1007
199,992
200,994
201,992
202,1000
203,1004
204,1015
205,992
206,1019
207,1018
208,1043
208,997
209,996
210,1004
211,993
212,1010
213,996
214,996
215,996
216,1035
217,996
218,1012
219,1040
220,1010
221,993
222,1004
223,996
224,995
225,996
225,1004
226,1000
227,1007
228,992
229,1008
230,996
231,1010
232,992
233,1005
234,997
235,1004
236,1001
237,1019
238,992
239,996
240,1044
241,992
242,1010
243,994
244,996
245,996
246,997
247,1000
247,1004
248,997
248,996
249,997
250,996
251,1000
252,1045
253,996
254,997
255,1025
255,1018
256,994
257,996
258,993
259,1007
259,1025
260,1004
261,1015
262,997
263,1018
264,1015
265,993
266,1007
267,994
268,1042
269,1004
270,1000
271,996
272,1007
272,1000
273,1000
274,1010
275,1020
276,1016
277,995
277,1005
278,997
279,996
280,1046
281,1004
282,993
283,1018
284,1005
284,1047
285,1016
286,1010
287,1019
288,995
288,1038
289,1008
290,996
291,1001
292,1007
293,1005
294,996
295,1006
296,995
297,993
298,1006
299,1005
300,994
301,1000
302,1010
302,993
302,1005
302,1018
302,1013
303,1019
304,1020
305,1005
306,996
307,1018
308,1027
309,1046
310,1000
311,1015
312,1048
313,999
313,1004
314,996
315,1000
316,997
317,1011
318,993
319,994
320,1012
320,997
320,1004
321,1032
322,1000
323,1018
324,1049
325,1000
326,1007
326,1006
327,1007
327,1000
327,996
328,1018
329,1004
330,1050
330,1004
331,1018
332,1013
333,1000
334,1004
335,1023
336,1005
337,992
338,1014
339,1000
340,1007
341,1004
342,1018
343,998
344,1010
345,1024
346,1007
347,1039
348,1005
349,1000
350,993
351,996
352,1013
353,1010
354,996
355,1010
356,1018
357,1051
358,1018
359,1018
360,1004
361,1052
362,998
363,1000
363,997
364,1025
365,998
366,998
367,1006
368,1004
369,1018
370,1018
371,997
372,1020
373,1004
374,1005
375,993
376,1019
377,996
378,1004
379,1053
380,1001
381,992
382,996
383,1032
384,998
385,1054
386,1055
387,997
388,996
389,1010
390,996
391,1042
392,1005
393,1018
394,1001
395,1000
396,993
397,1010
397,1032
397,1004
398,996
399,1005
400,992
401,1004
402,1056
403,993
404,992
405,1000
406,993
407,1005
407,1033
407,1000
408,1015
409,1050
410,1005
411,1018
412,1018
413,1025
413,1000
414,1018
415,1010
416,992
417,1000
418,1004
419,1000
420,1018
421,1057
422,996
423,1018
424,1023
425,1000
426,1018
427,1004
428,1009
429,1004
430,998
431,996
432,996
433,1058
434,1015
435,1008
436,1004
437,997
438,1005
439,1059
440,993
440,1005
441,993
442,992
443,1001
444,1045
445,1005
446,992
447,1012
448,1004
449,1006
449,1020
449,1009
450,1004
451,993
452,1004
453,1010
454,1004
455,1010
456,1013
457,1005
458,1001
459,1001
460,1015
461,1006
462,1004
463,1001
464,1001
464,1010
465,992
466,1006
467,1001
468,992
469,1009
71,1014
73,1006
74,1009
470,1009
471,1006
472,1004
94,992
473,997
397,1007
474,1006
475,992
476,1038
477,992
181,1006
478,997
78,1006
78,993
74,1060
74,1005
74,1061
479,1018
229,1013
480,1008
480,1005
480,1010
259,996
259,1004
481,1005
482,992
483,1005
484,1004
485,1004
486,1007
487,1016
329,993
488,993
489,1000
490,1009
491,993
73,1000
492,993
493,993
494,1012
151,1012
495,992
52,994
496,1005
497,1005
315,1005
461,1056
498,1056
499,1036
500,996
501,1018
502,1018
503,1050
504,1004
505,1062
506,1062
507,1062
508,1062
509,1007
339,1063
78,1024
510,1016
511,1016
512,1016
513,1016
514,1016
