515,992
516,993
517,994
518,995
518,996
519,992
518,997
518,998
520,999
518,1000
521,997
517,997
522,1001
523,997
524,1001
525,996
526,1002
527,1003
528,1003
529,1003
530,1004
531,1004
532,1005
533,1006
534,1004
535,1007
536,1001
537,1000
538,1005
539,1005
540,1008
541,1009
541,1004
542,1004
543,994
544,1010
529,1000
545,1011
546,1006
547,1001
548,1012
526,993
549,1004
550,1004
551,1013
552,1005
553,1014
554,1010
555,1015
556,996
557,1016
558,1006
559,1000
560,1005
561,1004
562,1017
563,993
564,1018
565,1018
566,1005
567,1004
568,1004
569,1019
570,992
571,996
572,1010
573,1020
574,996
575,996
576,1005
577,1005
578,1019
579,1018
580,1018
581,992
582,1015
583,1004
584,1005
585,1010
586,996
587,1007
588,997
589,1020
558,996
590,996
591,1018
592,1021
593,1020
594,1020
549,1000
595,1000
596,997
597,1022
598,1000
587,1000
599,992
589,1013
600,1023
601,1000
602,1024
603,1025
604,1025
605,1000
606,992
607,1004
608,1004
609,992
610,1020
611,1006
612,1001
613,1004
614,996
615,1026
518,993
616,1006
616,1015
617,1018
618,1004
616,1027
619,999
620,1001
595,1008
621,996
622,1004
623,1008
624,1005
625,994
626,994
627,1003
628,997
559,1028
626,992
629,992
630,1001
625,1018
631,1010
544,993
632,1005
633,1018
596,994
634,1029
635,1020
636,997
637,1004
638,1008
639,1001
640,992
566,1006
641,1018
642,1004
643,1004
644,996
616,1030
645,997
646,1000
647,992
648,1010
649,1025
650,1011
651,1031
652,996
653,1023
654,1004
544,997
655,1005
656,997
544,1032
657,1018
658,996
659,992
660,1033
661,996
662,993
663,1025
559,1024
664,1034
665,1035
666,1004
667,1014
668,1008
669,996
670,1003
645,992
671,1019
672,1025
673,1018
553,1015
650,1020
674,994
675,1004
676,1036
675,1007
677,1007
678,1021
559,996
679,996
680,1000
681,1000
682,1000
683,1004
680,993
684,1011
674,996
610,1004
570,1018
595,1018
685,1000
686,992
687,1018
549,1007
634,1020
688,1020
689,1015
559,993
689,1000
615,996
690,1037
570,1007
524,1006
691,997
692,1000
693,1000
694,1038
695,996
696,1024
697,1004
667,996
698,992
699,996
700,1020
701,1008
702,1008
703,1008
681,1008
704,992
666,1010
650,999
610,1005
544,1038
705,996
706,996
534,1009
707,1039
708,1040
709,1000
634,1000
540,1041
564,993
710,998
711,1015
712,997
713,1004
714,1004
715,996
716,1004
717,1004
718,1010
719,1019
712,1005
631,1007
529,999
720,999
721,999
722,1018
723,1015
590,994
515,996
724,1004
725,1001
726,992
727,992
728,1004
651,1000
643,1018
519,1007
729,994
730,997
731,1004
732,1042
733,1035
734,1004
637,1018
663,1036
653,1005
735,1005
736,992
737,992
738,992
739,1000
740,1036
559,1020
536,1020
741,996
742,1004
743,1001
744,996
687,1024
745,1004
680,992
746,1018
669,1001
747,993
748,1033
749,996
750,992
751,1007
621,992
752,994
753,994
754,992
643,1000
720,1015
540,992
755,1019
756,1018
757,1043
757,997
696,996
633,993
569,1010
758,996
639,996
759,996
710,1035
760,996
761,1012
762,1040
549,1010
720,993
722,1004
633,996
743,996
763,996
764,996
661,995
550,996
765,1004
602,1000
536,1000
596,1007
766,992
667,1008
767,996
768,1010
769,992
770,1005
771,1005
772,997
681,1004
773,1001
643,1019
774,992
775,996
776,1044
691,992
777,1010
778,994
779,996
722,996
780,997
781,1000
782,1000
783,1004
784,1004
785,1004
580,997
786,997
787,997
569,996
788,1045
526,996
789,997
790,1025
791,1018
792,994
717,993
793,1007
794,1025
570,1004
795,1004
796,1015
797,1015
681,997
798,1018
799,1015
766,993
800,1007
801,1007
802,994
803,994
804,1042
529,1004
805,1004
570,996
806,1010
696,1020
807,1016
808,995
750,1005
809,997
810,1046
586,1004
536,993
811,1018
812,1005
813,1047
517,1047
537,1016
707,1010
623,1019
814,995
815,1038
816,1008
605,996
538,1001
817,1007
520,1005
818,996
819,1006
724,995
820,993
821,1006
822,1005
823,994
824,994
548,1000
682,1010
825,1005
588,1013
826,1013
827,1019
578,1020
828,1005
829,996
830,1018
831,1027
832,1000
833,1000
834,1015
710,1015
580,1015
596,1048
835,999
632,1004
710,996
528,1000
836,997
837,1011
838,993
839,994
840,1012
610,997
822,1004
709,1032
841,1000
792,1018
842,1049
621,1049
843,1049
700,1000
628,1007
572,1006
844,1007
845,1000
794,996
667,1018
846,1004
604,1004
847,1050
518,1004
526,1018
680,1013
735,1000
848,1004
559,1023
849,1005
850,992
657,992
851,992
852,992
853,992
674,1014
762,1000
534,1007
854,1004
603,1018
593,998
855,1010
575,1024
679,1024
696,1007
696,1039
515,1005
574,1000
614,993
856,996
656,1013
811,1013
633,1010
805,996
571,1010
857,1051
858,1018
710,1004
670,1052
737,998
859,1000
729,997
860,1025
861,1025
862,1025
863,1025
864,1025
865,998
866,998
867,1006
868,1004
869,1018
870,1018
871,997
590,1020
781,1004
872,1005
873,993
874,1019
730,996
577,1053
875,1001
876,996
877,1032
878,998
643,1054
879,1055
709,1010
739,996
661,1042
549,1005
880,1018
881,1001
579,1000
573,993
675,1010
679,1032
882,1004
828,996
883,1005
884,992
801,1004
813,1056
885,1056
845,993
886,992
887,1000
888,993
889,1005
814,1033
890,1000
758,1015
758,1050
891,1005
537,1018
679,1018
892,1025
893,1000
573,1018
661,1010
894,992
674,1000
720,1004
895,1000
801,1018
896,1018
897,1057
593,996
898,1018
832,1023
899,1000
900,1004
724,1009
525,1004
901,1004
902,998
781,996
778,996
639,1058
903,1015
904,1015
905,1015
822,1008
906,1004
907,1004
908,997
909,1059
712,993
517,1005
782,993
575,992
910,1001
534,1045
911,1005
529,1012
912,1004
913,1006
913,1020
913,1009
596,1004
914,993
777,1004
586,1010
915,1004
916,1010
835,1013
879,1013
568,1005
917,1001
918,1001
919,1015
682,1006
920,1004
921,1010
828,992
922,1006
538,992
923,1009
924,1009
925,1009
543,1014
538,1014
780,1014
926,1006
616,1009
927,1009
928,1009
929,1009
650,1004
930,997
898,1006
931,992
633,1038
808,1038
932,1038
579,992
808,1006
933,1006
934,1006
935,997
518,1006
625,1006
626,993
936,993
625,993
937,993
938,993
616,1060
616,1005
616,1061
540,1018
939,1013
940,1008
800,1008
940,1005
800,1005
940,1010
800,1010
612,1005
910,992
551,1005
941,1004
576,1004
942,1007
912,1016
742,1016
943,993
944,1009
926,1000
945,1012
678,992
527,1005
946,1056
947,1056
534,1056
948,1056
949,1056
950,1056
951,1056
952,1056
953,1056
954,1036
955,996
841,1018
926,1018
956,1018
957,1004
958,1062
959,1062
588,1062
960,1062
961,1062
684,1062
962,1062
963,1062
964,1062
965,1062
778,1062
966,1062
967,1063
587,1024
968,1016
969,1016
970,1016
971,1016
972,1016
973,1016
974,1016
975,1016
976,1016
977,1016
978,1016
979,1016
980,1016
981,1016
982,1016
983,1016
984,1016
985,1016
986,1016
987,1016
988,1016
989,1016
990,1016
991,1016
